"TimeSpan","BlueTeam.min","RedTeam.min","OppositeTeam.min","BlueTeam.median","RedTeam.median","OppositeTeam.median","BlueTeam.max","RedTeam.max","OppositeTeam.max"
1160,2.5,1.3,102.5,6.05,8.2,113.4,49.8,8.6,147.5
1161,2.2,3.8,104.5,6.3,3.8,111.8,44.3,5.2,142.1
1162,1.4,2.7,105.6,4.95,6.5,111.2,39.5,7,137
1163,1.2,1.9,100.6,4.95,11,111.6,35.1,12.6,133.2
1164,0.2,6.7,92.1,8.8,12.3,109,33.7,19,132.1
1165,1.4,7.6,91,5.1,13.7,107,26,21.3,126.8
1166,1.3,8.8,83.4,6.75,15,100.4,26.3,23.7,119.9
1167,1,8.9,75.7,7.65,18.4,93.6,25.7,26,112.9
1168,4.5,8.1,71.4,9.25,23.3,85.5,26.2,26.8,103.2
1169,4,6.3,69.8,9.5,21.9,80.2,25.9,25.2,96.2
1170,4.5,7.3,61.6,11.2,18,72.9,26.3,24,89
1171,1,1.4,65.8,11.25,23.9,73.5,20.9,24.2,92.8
1172,1.8,3.5,60.2,11.3,18.9,66.6,22.4,22.3,85.4
1173,2.2,4.7,54,11.05,17,58.8,23.1,20.7,79
1174,2.2,3.6,47.4,10.55,20.9,53.7,24,21.4,72.5
1175,2.8,4.2,44.7,11.35,18,48.8,24,22.2,66.3
1176,2.8,7.2,39.8,12.1,13.8,44.9,24,21,60
1177,1,9.6,34.7,12.85,10.3,40.9,24.1,19.8,54
1178,2,5.8,33.6,10.95,17.7,39,22,23.2,52.6
1179,4.1,8.5,29.8,10.15,19.3,36.1,21,26.8,51.5
1180,3.5,11.2,24.7,9.2,20.5,33.4,20,30.4,48.3
1181,3,13.9,19.1,7.8,15.1,30.9,18,27.3,41.1
1182,2.1,9.8,13.7,6.3,14.4,25.1,16,22,33.9
1183,2,5.3,8.5,10.1,13,19.6,17,15.1,32.7
1184,2.1,1.4,9,9.9,8.5,13.2,20.7,9.9,32.3
1185,1,14.1,7.6,10.05,14.1,14.7,27.6,14.1,39.1
1186,3.6,21.2,7.3,13.55,21.2,12.65,34,21.2,40.8
1187,3.4,31.2,6.7,12.35,40.7,28.2,39.6,60,70
1188,2.6,30.5,8.5,10.7,39.2,32.2,44.8,57.6,64.2
1189,4.2,23.8,9.1,12.9,38.2,32,49.8,51,58.9
1190,8.5,17,10.7,17.65,36.1,30.1,48.4,44.3,56.1
1191,12.7,10.8,10,24.65,34.2,28.5,47,38.6,53.8
1192,12.7,5,5.4,27.2,40.55,32.85,46.6,76.1,78.3
1193,13.2,0.8,3.6,29.35,38.3,33.4,44.6,73.7,72.3
1194,8.5,4,3.2,24.6,35.4,31.95,44,70.4,71.8
1195,5.1,4.5,4.3,22.95,33.55,30.2,41,67.1,69.3
1196,3.8,9.2,6,19.1,32.25,28.2,37.8,62.8,66.7
1197,5.5,6.1,7.8,16.4,30,28.15,35,58.5,64.1
1198,5.8,5,8.1,14.65,29.35,26.4,28.2,58,60.6
1199,5,1.6,12.7,12.5,30.65,27.25,24,61.2,57
1200,2.1,5.4,12.4,13.15,31.45,27.75,22.5,62.7,54.4
1201,3.2,3.6,4,11,29.95,24.7,24,59.2,53.7
1202,2.7,2.8,3,15.35,28.8,22.3,25,55.7,57.6
1203,1.1,19,6,14.6,32,19.8,22.5,50.2,55.7
1204,2,16.5,7.3,21.5,28.8,16.6,25.5,45.3,55.5
1205,1.8,12.5,7.3,19.5,27.7,19.4,24.4,39.6,55.1
1206,4.5,9.4,6.4,14.7,28.2,18.4,28.2,36.6,56.1
1207,7.1,8.1,4.5,14.15,28,19.1,30.9,31.9,57
1208,4.1,6,7.1,9.75,27.3,16.8,24.4,27.4,54.2
1209,3,3.6,9.4,9.05,23.8,18.4,22.5,26.9,51.5
1210,3,5,8.6,9.65,18.3,19.1,21.6,21.7,46.5
1211,4.1,7.1,7,10.7,15.5,14.9,19.2,19.8,41.4
1212,4.1,6.7,4.1,7.2,19.8,11.3,16,21.4,37.1
1213,3.2,9.8,5.1,9.3,14.1,14.8,12.2,22,32.5
1214,2,6.1,5.1,10.5,11.7,16.2,13.9,17.8,32.7
1215,3.6,9.1,3.6,9.45,12,12.5,15.6,20.1,31.2
1216,3.2,6.1,4.5,7.75,13.9,13.9,13,19,30.8
1217,5.8,8.2,7.8,7.8,8.9,17.7,11,16.1,29.5
1218,1,13,7.3,4.65,13,16.2,8.1,13,24.7
1219,2.2,8.2,7.1,4.1,8.2,13.35,9.5,8.2,18.6
1220,0.8,9.5,5.1,6.6,9.5,11.1,11.3,9.5,19.5
1221,2.1,10.2,4.1,4.9,10.2,7.4,15.8,10.2,21
1222,1.1,7.9,4.1,7.7,7.9,7.55,23.5,7.9,27.9
1223,0.4,9.4,1,5.95,9.4,7.5,22.1,9.4,28.4
1224,1.2,9.2,0.8,10.4,9.2,8.8,21.1,9.2,27.5
1225,2.2,10.6,2,11.4,10.6,9.8,20.3,10.6,24.8
1226,3,10.6,1,8.2,10.6,10.8,16,10.6,22.5
1227,3.2,8.5,1,8.7,8.5,10.8,13.2,8.5,22
1228,2.5,NA,14.8,4.8,NA,17.7,8.9,NA,22.7
1229,1,NA,13.4,2.2,NA,14.8,4,NA,16.6
1230,1,NA,15,2.9,NA,16.1,5.5,NA,17.8
1231,2.2,NA,14.8,4.15,NA,16.2,6.4,NA,20.8
1232,2.2,NA,7.8,4.9,NA,10,11.2,NA,16.1
1233,1.5,NA,1,5.55,NA,5.3,11.7,NA,9.8
1234,2.3,NA,1.1,8,NA,11.3,13.8,NA,14.6
1235,2,NA,3.2,7.6,NA,8.1,15.8,NA,12.8
1236,4,NA,3.3,8.9,NA,13.1,15.8,NA,17
1237,3,NA,6.3,7.7,NA,13.2,15.7,NA,19.2
1238,4.4,NA,4.4,6.95,NA,12.4,15.6,NA,17.7
1239,1.8,NA,6.4,9,NA,14.9,15.6,NA,19.8
1240,2.6,NA,5.8,10.65,NA,17,16.3,NA,21.9
1241,1.9,NA,2.7,10.25,NA,12.7,16,NA,17.7
1242,1.3,NA,3.9,9.95,NA,13.4,16,NA,18.5
1243,0.7,NA,5.2,9.55,NA,14.1,15.8,NA,19.4
1244,0.3,NA,6.5,9.2,NA,14.8,15.7,NA,20.2
1245,0.8,NA,7.4,8.9,NA,15.5,15.7,NA,21.1
1246,1.4,NA,8.2,8.55,NA,16.1,15.7,NA,21.9
1247,NA,NA,NA,NA,NA,NA,NA,NA,NA
1248,NA,NA,NA,NA,NA,NA,NA,NA,NA
1249,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,NA,NA,NA,NA,NA,NA,NA,NA,NA
1251,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,NA,NA,NA,NA,NA,NA,NA,NA,NA
